CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13330,93,3,1140.93,0,Potential Churn
13332,14,1,350.9,1,New Customers
13334,82,3,3502.32,0,Potential Churn
13336,77,1,795.12,0,Potential Churn
13338,158,1,487.02,3,Low Value Customers
13339,201,1,860.12,3,Low Value Customers
13341,261,1,775.85,3,Low Value Customers
13343,178,1,353.43,3,Low Value Customers
13344,68,3,2511.69,0,Potential Churn
13345,288,1,389.5,3,Low Value Customers
13347,70,1,341.36,3,Low Value Customers
13348,64,1,233.76,3,Low Value Customers
13349,11,1,247.32,1,New Customers
13350,16,2,979.12,1,New Customers
13351,66,1,373.94,3,Low Value Customers
13352,60,1,397.97999999999996,3,Low Value Customers
13354,71,1,743.53,0,Potential Churn
13355,122,1,674.7,3,Low Value Customers
13356,80,1,768.24,0,Potential Churn
13357,257,1,609.4,3,Low Value Customers
13358,269,1,439.03,3,Low Value Customers
13359,64,1,439.56,3,Low Value Customers
13362,9,4,3090.7400000000002,2,VIP Customers
13363,18,2,992.5,1,New Customers
13364,71,1,134.95999999999998,3,Low Value Customers
13365,34,2,2225.37,0,Potential Churn
13366,50,1,56.160000000000004,3,Low Value Customers
13368,257,2,623.4,0,Potential Churn
13369,366,1,308.28000000000003,3,Low Value Customers
13370,372,1,754.87,3,Low Value Customers
13372,90,1,378.64,3,Low Value Customers
13373,61,3,3312.25,0,Potential Churn
13375,89,1,778.65,0,Potential Churn
13376,99,3,1019.76,0,Potential Churn
13379,26,3,572.56,1,New Customers
13381,32,6,3639.31,2,VIP Customers
13382,281,1,222.99,3,Low Value Customers
13384,31,7,4151.93,2,VIP Customers
13385,330,1,534.57,3,Low Value Customers
13388,131,2,677.1,0,Potential Churn
13389,11,3,797.96,1,New Customers
13390,75,1,544.08,3,Low Value Customers
13391,204,1,59.8,3,Low Value Customers
13394,2,8,2520.02,2,VIP Customers
13395,185,1,307.72,3,Low Value Customers
13396,29,2,1360.99,0,Potential Churn
13397,73,5,1544.13,0,Potential Churn
13398,192,1,457.34,3,Low Value Customers
13402,127,2,621.23,0,Potential Churn
13403,18,1,75.0,1,New Customers
13404,1,2,252.49,1,New Customers
13405,204,2,557.45,0,Potential Churn
13410,24,5,1003.06,2,VIP Customers
13411,107,1,213.55,3,Low Value Customers
13414,134,3,1390.5,0,Potential Churn
13416,44,2,712.5,0,Potential Churn
13417,5,2,640.83,1,New Customers
13419,64,1,221.06,3,Low Value Customers
13420,150,2,159.85,3,Low Value Customers
13421,40,2,1823.21,0,Potential Churn
13422,64,1,2626.3,0,Potential Churn
13425,108,3,1624.21,0,Potential Churn
13426,1,10,3641.32,2,VIP Customers
13427,19,3,582.6,1,New Customers
13428,10,1,201.78,1,New Customers
13429,11,4,1006.8,2,VIP Customers
13430,19,2,679.45,1,New Customers
13431,67,2,1269.1,0,Potential Churn
13434,74,2,534.24,0,Potential Churn
13435,5,7,3809.8900000000003,2,VIP Customers
13436,2,1,196.89,1,New Customers
13437,14,7,3408.06,2,VIP Customers
13439,255,1,283.71,3,Low Value Customers
13441,92,1,296.64,3,Low Value Customers
13447,23,3,1129.14,0,Potential Churn
13448,17,6,3534.69,2,VIP Customers
13449,24,1,291.88,1,New Customers
13450,27,6,2043.7199999999998,2,VIP Customers
13451,26,5,2898.2599999999998,2,VIP Customers
13452,259,2,590.0,0,Potential Churn
13453,166,2,356.97999999999996,3,Low Value Customers
13455,25,2,1058.34,0,Potential Churn
13456,18,6,1766.72,2,VIP Customers
13460,29,2,183.44,1,New Customers
13461,39,3,1445.0,0,Potential Churn
13462,253,1,151.5,3,Low Value Customers
13464,58,1,674.68,1,New Customers
13466,184,1,307.9,3,Low Value Customers
13467,11,2,1071.91,1,New Customers
13470,99,2,165.0,3,Low Value Customers
13471,1,4,2501.84,2,VIP Customers
13473,61,2,422.64,0,Potential Churn
13474,236,1,226.84,3,Low Value Customers
13475,191,4,1431.78,0,Potential Churn
13476,179,2,1238.47,0,Potential Churn
13477,38,6,1454.58,2,VIP Customers
13479,201,2,300.95,3,Low Value Customers
13481,46,5,1804.56,2,VIP Customers
13482,232,1,184.64,3,Low Value Customers
13483,66,1,140.34,3,Low Value Customers
13484,241,1,313.8,3,Low Value Customers
13485,233,1,454.24,3,Low Value Customers
13486,78,3,1122.41,0,Potential Churn
13487,58,3,575.4,0,Potential Churn
13489,105,4,449.52,0,Potential Churn
13491,52,10,1215.82,2,VIP Customers
13492,136,3,1269.84,0,Potential Churn
13493,275,2,498.63,3,Low Value Customers
13494,312,1,316.26000000000005,3,Low Value Customers
13495,8,5,2044.8700000000001,2,VIP Customers
13496,11,2,653.33,1,New Customers
13497,283,2,348.05,3,Low Value Customers
13499,18,5,1159.11,2,VIP Customers
13500,23,3,1166.77,0,Potential Churn
13501,288,1,1340.32,0,Potential Churn
13502,17,3,292.0,1,New Customers
13503,71,1,216.85,3,Low Value Customers
13504,64,1,295.93,3,Low Value Customers
13505,73,4,3633.63,0,Potential Churn
13506,316,2,458.52,3,Low Value Customers
13507,3,4,2479.16,2,VIP Customers
13508,244,1,110.97,3,Low Value Customers
13509,9,6,964.72,2,VIP Customers
13510,1,4,1791.56,2,VIP Customers
13512,261,1,251.21,3,Low Value Customers
13513,127,1,205.1,3,Low Value Customers
13514,74,1,152.20000000000002,3,Low Value Customers
13515,73,4,891.12,0,Potential Churn
13516,21,3,1389.41,0,Potential Churn
13517,60,3,2128.42,0,Potential Churn
13518,86,1,627.16,3,Low Value Customers
13519,78,1,122.75,3,Low Value Customers
13520,59,6,2984.35,2,VIP Customers
13521,1,3,1070.47,2,VIP Customers
13522,30,1,125.80000000000001,1,New Customers
13523,33,5,3964.88,2,VIP Customers
13524,41,5,680.1800000000001,0,Potential Churn
13525,15,2,628.78,1,New Customers
13527,34,7,2242.36,2,VIP Customers
13529,79,2,307.76,3,Low Value Customers
13531,205,2,483.8,3,Low Value Customers
13532,34,1,210.31,1,New Customers
13533,183,3,269.09,3,Low Value Customers
13536,1,7,3444.39,2,VIP Customers
13538,43,7,1280.85,2,VIP Customers
13539,86,3,631.34,0,Potential Churn
13544,40,2,276.06,1,New Customers
13546,12,3,621.09,1,New Customers
13548,96,2,678.16,0,Potential Churn
13549,26,7,918.2,2,VIP Customers
13551,319,1,91.80000000000001,3,Low Value Customers
13552,66,12,3740.07,2,VIP Customers
13555,74,4,4098.88,0,Potential Churn
13557,28,2,584.06,1,New Customers
13558,6,4,594.52,2,VIP Customers
13560,7,1,171.42000000000002,1,New Customers
13561,216,1,141.85999999999999,3,Low Value Customers
13562,82,3,1799.33,0,Potential Churn
13563,84,2,777.53,0,Potential Churn
13564,354,2,1174.03,0,Potential Churn
13565,19,2,240.22,1,New Customers
13566,41,2,856.84,0,Potential Churn
13568,173,1,187.05,3,Low Value Customers
13569,17,2,337.12,1,New Customers
13570,243,1,239.49,3,Low Value Customers
13571,13,12,2088.94,2,VIP Customers
13572,206,1,1384.25,0,Potential Churn
13573,50,2,290.25,1,New Customers
13575,23,5,732.0699999999999,2,VIP Customers
13577,25,4,1687.6000000000001,2,VIP Customers
13579,15,2,467.04,1,New Customers
13581,309,1,118.0,3,Low Value Customers
13583,156,1,781.03,3,Low Value Customers
13584,307,1,142.4,3,Low Value Customers
13587,64,1,712.4,0,Potential Churn
13588,16,9,2478.95,2,VIP Customers
13589,15,2,379.65,1,New Customers
13590,11,6,1981.92,2,VIP Customers
13591,65,3,1117.13,0,Potential Churn
13592,36,4,247.95999999999998,1,New Customers
13593,108,5,2011.88,0,Potential Churn
13594,53,1,396.97,1,New Customers
13596,6,2,664.11,1,New Customers
13598,47,1,160.04,3,Low Value Customers
13600,312,1,219.52,3,Low Value Customers
13601,45,2,693.32,0,Potential Churn
13602,65,1,428.89,3,Low Value Customers
13603,26,1,164.34,1,New Customers
13606,29,3,276.75,1,New Customers
13607,40,1,675.51,1,New Customers
13610,12,7,1082.33,2,VIP Customers
13611,89,3,1154.4,0,Potential Churn
13614,24,4,1585.46,2,VIP Customers
13615,319,1,417.69,3,Low Value Customers
13617,40,3,544.18,0,Potential Churn
13618,174,1,177.34,3,Low Value Customers
13621,117,1,213.85,3,Low Value Customers
13623,31,5,727.74,0,Potential Churn
13626,253,1,257.23,3,Low Value Customers
13627,59,5,1638.47,0,Potential Churn
13630,5,7,2031.78,2,VIP Customers
13631,100,11,3070.42,2,VIP Customers
13632,25,5,2118.93,2,VIP Customers
13634,33,5,1547.3600000000001,2,VIP Customers
13635,68,1,1071.03,0,Potential Churn
13636,37,5,949.12,0,Potential Churn
13637,52,3,803.05,0,Potential Churn
13638,16,1,122.64,1,New Customers
13639,74,1,1033.34,0,Potential Churn
13642,216,1,312.28,3,Low Value Customers
13643,31,3,519.44,0,Potential Churn
13644,16,4,2624.26,2,VIP Customers
13645,120,1,252.1,3,Low Value Customers
13647,10,4,1648.1200000000001,2,VIP Customers
13649,257,2,346.6,3,Low Value Customers
13650,17,6,1836.34,2,VIP Customers
13651,40,1,79.2,3,Low Value Customers
13652,46,3,1095.08,0,Potential Churn
13654,43,6,2707.33,2,VIP Customers
13655,114,2,932.97,0,Potential Churn
13656,165,2,379.65,3,Low Value Customers
13657,11,2,382.14,1,New Customers
13658,10,5,2639.17,2,VIP Customers
13659,206,2,1563.0,0,Potential Churn
13662,86,3,881.26,0,Potential Churn
13663,179,1,189.47,3,Low Value Customers
13666,60,3,84.65,3,Low Value Customers
13667,149,1,299.05,3,Low Value Customers
13669,51,2,218.55,1,New Customers
13670,75,1,349.7,3,Low Value Customers
13672,301,2,186.39000000000001,3,Low Value Customers
13673,19,2,387.44,1,New Customers
13675,151,2,486.82000000000005,0,Potential Churn
13678,152,1,232.6,3,Low Value Customers
13680,1,4,3719.12,2,VIP Customers
13681,18,4,827.83,2,VIP Customers
13682,187,1,59.5,3,Low Value Customers
13684,286,1,65.13,3,Low Value Customers
13685,3,7,3119.44,2,VIP Customers
13686,183,1,72.0,3,Low Value Customers
13689,63,1,910.0,0,Potential Churn
13690,59,1,172.25,3,Low Value Customers
13692,25,3,1488.32,0,Potential Churn
13697,39,1,151.29999999999998,1,New Customers
13699,155,1,308.58000000000004,3,Low Value Customers
13700,26,10,2248.63,2,VIP Customers
13703,318,1,99.5,3,Low Value Customers
13704,5,9,2308.06,2,VIP Customers
13705,8,3,711.86,1,New Customers
13706,303,1,330.79,3,Low Value Customers
13707,267,2,806.41,0,Potential Churn
13708,271,1,283.33,3,Low Value Customers
13710,32,1,180.48,1,New Customers
13711,219,2,252.06,3,Low Value Customers
13712,247,1,228.84,3,Low Value Customers
13715,281,5,1077.39,0,Potential Churn
13716,269,1,138.28,3,Low Value Customers
13717,32,6,1445.01,2,VIP Customers
13718,246,2,306.55,3,Low Value Customers
13719,15,5,1041.68,2,VIP Customers
13720,117,4,799.9,0,Potential Churn
13721,36,1,524.14,1,New Customers
13722,132,3,2375.41,0,Potential Churn
13723,217,1,199.85000000000002,3,Low Value Customers
13725,50,8,1980.56,2,VIP Customers
13726,39,2,1079.6599999999999,0,Potential Churn
13727,29,2,333.48,1,New Customers
13728,37,6,1016.14,2,VIP Customers
13730,136,2,752.6,0,Potential Churn
13731,219,2,610.59,0,Potential Churn
13732,28,1,491.86,1,New Customers
13735,25,4,2883.54,2,VIP Customers
13736,5,2,729.8,1,New Customers
13737,200,1,339.59999999999997,3,Low Value Customers
13739,18,1,216.9,1,New Customers
13740,241,1,350.75,3,Low Value Customers
13741,72,3,668.4300000000001,0,Potential Churn
13742,17,12,3107.87,2,VIP Customers
13743,3,7,1341.6,2,VIP Customers
13744,95,2,1080.52,0,Potential Churn
13745,162,1,300.04,3,Low Value Customers
13747,374,1,79.6,3,Low Value Customers
13748,96,5,948.25,0,Potential Churn
13750,54,5,1647.26,0,Potential Churn
13751,288,1,296.25,3,Low Value Customers
13752,124,6,1175.38,0,Potential Churn
13753,288,1,741.26,3,Low Value Customers
13754,152,2,282.59999999999997,3,Low Value Customers
13755,4,9,2108.06,2,VIP Customers
13758,12,7,3190.55,2,VIP Customers
13759,33,2,659.4100000000001,1,New Customers
13760,54,2,286.79,1,New Customers
13761,50,2,1070.65,0,Potential Churn
13762,219,1,306.72,3,Low Value Customers
13763,63,1,1714.96,0,Potential Churn
13764,71,3,1516.42,0,Potential Churn
13769,2,10,2796.51,2,VIP Customers
13771,64,4,2634.45,0,Potential Churn
13772,34,3,1122.63,0,Potential Churn
13774,82,1,345.0,3,Low Value Customers
13778,103,1,178.7,3,Low Value Customers
13780,7,2,360.01,1,New Customers
13781,251,1,127.84,3,Low Value Customers
13782,13,6,908.86,2,VIP Customers
13784,10,11,2462.79,2,VIP Customers
13786,367,1,230.39999999999998,3,Low Value Customers
13787,76,2,309.04,3,Low Value Customers
13790,4,1,348.8,1,New Customers
13791,128,2,1516.0,0,Potential Churn
13792,66,2,195.55,3,Low Value Customers
13799,117,2,688.86,0,Potential Churn
13800,310,1,558.32,3,Low Value Customers
13801,67,1,324.8,3,Low Value Customers
13802,139,3,4599.42,0,Potential Churn
13803,255,1,277.07,3,Low Value Customers
13804,31,7,2588.39,2,VIP Customers
13805,52,2,924.6,0,Potential Churn
13806,64,1,256.38,3,Low Value Customers
13807,367,1,112.6,3,Low Value Customers
13808,6,5,1747.66,2,VIP Customers
13809,305,1,155.05,3,Low Value Customers
13810,29,2,827.51,0,Potential Churn
13811,184,2,519.75,0,Potential Churn
13812,42,3,485.0,0,Potential Churn
13813,40,4,1168.8600000000001,0,Potential Churn
13814,92,2,1579.12,0,Potential Churn
13815,22,4,3667.36,2,VIP Customers
13816,24,2,499.67,1,New Customers
13817,29,2,328.98,1,New Customers
13819,302,3,1140.35,0,Potential Churn
13821,145,2,385.64,3,Low Value Customers
13822,6,2,632.0,1,New Customers
13823,19,2,957.66,1,New Customers
13824,33,5,1698.94,2,VIP Customers
13826,176,1,189.5,3,Low Value Customers
13827,58,3,409.8,0,Potential Churn
13828,22,1,209.49,1,New Customers
13831,16,6,2198.45,2,VIP Customers
13832,19,1,52.199999999999996,1,New Customers
13833,159,1,383.85,3,Low Value Customers
13835,25,4,834.57,0,Potential Churn
13837,212,2,266.59000000000003,3,Low Value Customers
13838,6,4,674.82,2,VIP Customers
13841,253,1,85.0,3,Low Value Customers
13842,59,9,3385.62,2,VIP Customers
13844,11,1,361.62,1,New Customers
13845,65,1,312.98,3,Low Value Customers
13846,25,3,865.0600000000001,0,Potential Churn
13848,92,3,1255.0,0,Potential Churn
13849,52,2,1537.95,0,Potential Churn
13850,129,1,1595.48,0,Potential Churn
13851,96,3,2651.46,0,Potential Churn
13853,57,1,1090.14,0,Potential Churn
13856,169,3,388.5,0,Potential Churn
13858,57,1,216.17,3,Low Value Customers
13859,326,1,201.16,3,Low Value Customers
13860,1,5,1245.9,2,VIP Customers
13862,18,8,2209.36,2,VIP Customers
13863,248,1,305.78,3,Low Value Customers
13865,58,4,501.56,0,Potential Churn
13866,74,1,145.67000000000002,3,Low Value Customers
13867,31,3,1005.09,0,Potential Churn
13868,7,2,3192.54,2,VIP Customers
13869,123,4,3083.65,0,Potential Churn
13870,2,8,2770.94,2,VIP Customers
13873,120,3,389.6,0,Potential Churn
13874,358,1,540.45,3,Low Value Customers
13875,54,5,1786.79,0,Potential Churn
13876,64,1,122.7,3,Low Value Customers
13877,86,1,117.24,3,Low Value Customers
13878,55,1,1271.57,0,Potential Churn
13880,21,13,3219.77,2,VIP Customers
13882,3,5,1191.13,2,VIP Customers
13883,11,5,2674.48,2,VIP Customers
13884,7,5,787.6,2,VIP Customers
13885,189,2,506.8,0,Potential Churn
13886,71,1,243.56,3,Low Value Customers
13887,204,1,349.55,3,Low Value Customers
13888,120,2,595.67,0,Potential Churn
13889,93,1,416.90000000000003,3,Low Value Customers
13890,1,10,1883.8100000000002,2,VIP Customers
13892,27,4,632.97,0,Potential Churn
13893,298,1,821.1,3,Low Value Customers
13894,24,3,564.62,1,New Customers
13895,28,4,2593.07,2,VIP Customers
13897,50,1,311.16,1,New Customers
13898,326,1,155.93,3,Low Value Customers
13899,16,2,388.52,1,New Customers
13900,183,3,740.95,0,Potential Churn
13901,72,5,2867.2,0,Potential Churn
13904,37,2,332.64,1,New Customers
13908,80,4,2369.55,0,Potential Churn
13911,57,9,2580.91,2,VIP Customers
13914,12,2,626.45,1,New Customers
13917,50,2,272.04,1,New Customers
13918,50,2,1212.8400000000001,0,Potential Churn
13919,59,2,348.81,1,New Customers
13922,352,1,172.25,3,Low Value Customers
13923,54,1,351.13,1,New Customers
13924,2,6,1838.8500000000001,2,VIP Customers
13925,93,4,678.25,0,Potential Churn
13926,23,1,223.85000000000002,1,New Customers
13927,75,1,348.99,3,Low Value Customers
13928,11,4,464.57,1,New Customers
13929,169,2,842.65,0,Potential Churn
13930,58,2,337.34,1,New Customers
13931,96,2,1237.53,0,Potential Churn
13932,295,1,307.4,3,Low Value Customers
13933,109,2,608.7900000000001,0,Potential Churn
13934,264,1,922.1,3,Low Value Customers
13936,180,1,376.58,3,Low Value Customers
13937,169,1,158.85,3,Low Value Customers
13938,35,1,71.66,3,Low Value Customers
13939,23,3,568.55,1,New Customers
13940,17,4,839.14,2,VIP Customers
13941,22,5,5112.96,2,VIP Customers
13946,79,3,561.5699999999999,0,Potential Churn
13947,65,1,90.6,3,Low Value Customers
13948,361,1,102.0,3,Low Value Customers
13949,3,6,2427.32,2,VIP Customers
13950,11,4,745.06,2,VIP Customers
13951,176,3,674.45,0,Potential Churn
13952,218,2,3251.071,0,Potential Churn
13953,7,7,3515.68,2,VIP Customers
13954,2,2,439.92,1,New Customers
13955,154,2,322.96,3,Low Value Customers
13956,5,5,1019.27,2,VIP Customers
13959,79,3,594.04,0,Potential Churn
13960,21,2,230.22,1,New Customers
13962,22,2,169.55,1,New Customers
13963,308,4,664.54,0,Potential Churn
13967,146,1,80.7,3,Low Value Customers
13971,19,8,2758.26,2,VIP Customers
13972,71,2,190.25,3,Low Value Customers
13973,287,1,264.7,3,Low Value Customers
13974,49,1,413.59000000000003,1,New Customers
13975,31,6,2461.2400000000002,2,VIP Customers
13976,207,1,357.98,3,Low Value Customers
13978,15,2,196.79000000000002,1,New Customers
13979,73,1,869.87,0,Potential Churn
13980,60,1,200.14,3,Low Value Customers
13982,39,4,1871.81,0,Potential Churn
13983,30,12,2603.43,2,VIP Customers
13984,27,5,920.51,2,VIP Customers
13986,17,1,320.46,1,New Customers
13988,20,6,4147.96,2,VIP Customers
13989,66,2,1266.08,0,Potential Churn
13990,213,1,311.3,3,Low Value Customers
13991,12,6,851.88,2,VIP Customers
13992,30,1,76.8,1,New Customers
13993,43,9,3466.36,2,VIP Customers
13994,4,6,2274.14,2,VIP Customers
13995,15,5,1393.69,2,VIP Customers
13999,10,12,3901.81,2,VIP Customers
14000,211,1,635.66,3,Low Value Customers
14001,46,3,2043.0800000000002,0,Potential Churn
14002,134,2,529.73,0,Potential Churn
14004,43,7,4582.64,2,VIP Customers
14005,10,5,2874.72,2,VIP Customers
14006,116,3,962.19,0,Potential Churn
14009,198,2,695.61,0,Potential Churn
14012,278,1,328.8,3,Low Value Customers
14013,110,3,473.02,0,Potential Churn
14014,77,1,505.18,3,Low Value Customers
14015,53,1,917.34,0,Potential Churn
14016,162,4,4341.21,0,Potential Churn
14019,47,3,1421.61,0,Potential Churn
14020,17,2,642.8,1,New Customers
14021,155,3,631.9,0,Potential Churn
14022,225,1,440.0,3,Low Value Customers
14023,7,2,584.07,1,New Customers
14024,122,2,327.7,3,Low Value Customers
14027,61,1,104.82,3,Low Value Customers
14029,63,2,467.66,0,Potential Churn
14030,18,8,2358.84,2,VIP Customers
14032,2,11,2975.59,2,VIP Customers
14034,22,3,648.89,1,New Customers
14035,29,5,1428.02,2,VIP Customers
14036,285,1,626.65,3,Low Value Customers
14037,176,2,147.20000000000002,3,Low Value Customers
14038,78,3,1560.38,0,Potential Churn
14039,33,1,152.2,1,New Customers
14040,41,12,3560.32,2,VIP Customers
14041,266,1,141.41,3,Low Value Customers
14044,27,4,646.42,0,Potential Churn
14045,109,4,1659.75,0,Potential Churn
14046,284,1,151.59,3,Low Value Customers
14047,9,5,1308.6100000000001,2,VIP Customers
14048,305,1,409.93,3,Low Value Customers
14049,17,4,5578.72,2,VIP Customers
14050,32,2,746.36,1,New Customers
14052,20,1,225.36,1,New Customers
14053,124,2,260.25,3,Low Value Customers
14054,65,1,92.46,3,Low Value Customers
14055,106,1,725.6400000000001,3,Low Value Customers
14059,267,1,183.6,3,Low Value Customers
14064,29,5,1334.34,2,VIP Customers
14066,267,1,152.55,3,Low Value Customers
14067,64,2,374.7,1,New Customers
14068,320,1,265.85,3,Low Value Customers
14071,4,8,1422.75,2,VIP Customers
14073,32,1,151.04,1,New Customers
14075,5,3,942.26,2,VIP Customers
14076,129,1,118.67,3,Low Value Customers
14077,41,5,499.41999999999996,0,Potential Churn
14078,102,6,1049.37,0,Potential Churn
14079,125,1,375.1,3,Low Value Customers
14080,33,1,45.599999999999994,3,Low Value Customers
14081,302,2,921.62,0,Potential Churn
14082,365,1,182.25,3,Low Value Customers
14083,4,9,1002.9,2,VIP Customers
14087,3,1,191.47,1,New Customers
14089,57,1,158.75,3,Low Value Customers
14090,325,1,76.32000000000001,3,Low Value Customers
14093,12,1,433.86,1,New Customers
14098,37,1,147.35,1,New Customers
14099,16,11,3104.17,2,VIP Customers
14100,138,1,191.95000000000002,3,Low Value Customers
14102,5,5,1105.8799999999999,2,VIP Customers
14104,155,2,216.20999999999998,3,Low Value Customers
14105,239,1,1266.23,0,Potential Churn
14107,52,7,2703.23,2,VIP Customers
14108,31,2,597.91,1,New Customers
14109,73,1,144.2,3,Low Value Customers
14110,4,12,5683.15,2,VIP Customers
14111,14,4,692.85,2,VIP Customers
14112,23,7,2915.15,2,VIP Customers
14113,4,4,1840.42,2,VIP Customers
14114,274,2,386.53,3,Low Value Customers
14116,20,5,1382.74,2,VIP Customers
14117,144,1,90.0,3,Low Value Customers
14121,4,4,2780.15,2,VIP Customers
14124,84,1,419.58000000000004,3,Low Value Customers
14125,11,3,2720.63,2,VIP Customers
14126,8,3,706.1300000000001,1,New Customers
14127,123,3,709.71,0,Potential Churn
14128,61,2,637.5,0,Potential Churn
14129,2,5,1123.8600000000001,2,VIP Customers
14130,319,1,480.91,3,Low Value Customers
14132,2,11,3586.0299999999997,2,VIP Customers
14133,130,3,605.64,0,Potential Churn
14138,2,2,965.8800000000001,1,New Customers
14139,46,1,415.82,1,New Customers
14140,4,2,935.05,1,New Customers
14141,3,4,915.13,2,VIP Customers
14142,373,1,311.81,3,Low Value Customers
14143,134,1,115.8,3,Low Value Customers
14145,47,4,3742.2,2,VIP Customers
14146,9,5,4191.0,2,VIP Customers
14147,78,2,483.4,0,Potential Churn
14148,234,1,157.2,3,Low Value Customers
14149,221,1,446.62,3,Low Value Customers
14150,36,2,658.64,1,New Customers
14152,75,2,621.29,0,Potential Churn
14154,239,2,1345.62,0,Potential Churn
14155,266,1,118.75,3,Low Value Customers
14157,20,2,424.89000000000004,1,New Customers
14158,40,1,507.66,1,New Customers
14159,20,11,4627.98,2,VIP Customers
14161,216,3,1097.6200000000001,0,Potential Churn
14162,174,2,289.36,3,Low Value Customers
14163,87,4,2445.91,0,Potential Churn
14164,71,2,1631.77,0,Potential Churn
14165,276,1,120.44,3,Low Value Customers
14167,39,4,562.59,0,Potential Churn
14171,98,1,363.79,3,Low Value Customers
14173,11,4,450.84,1,New Customers
14174,33,1,134.46,1,New Customers
14175,60,3,3222.3,0,Potential Churn
14176,297,4,576.9000000000001,0,Potential Churn
14177,86,4,549.46,0,Potential Churn
14178,9,7,1580.26,2,VIP Customers
14179,41,2,701.57,0,Potential Churn
14184,67,1,452.89,3,Low Value Customers
14185,331,1,197.65,3,Low Value Customers
14188,31,6,2054.36,2,VIP Customers
14191,2,13,4684.76,2,VIP Customers
14193,68,2,853.39,0,Potential Churn
14195,202,2,1012.0,0,Potential Churn
14196,107,1,335.52,3,Low Value Customers
14198,18,4,701.4,2,VIP Customers
14199,218,1,185.39999999999998,3,Low Value Customers
14201,60,7,747.44,0,Potential Churn
14204,2,1,150.61,1,New Customers
14205,17,2,466.7,1,New Customers
14206,239,1,328.15999999999997,3,Low Value Customers
14208,95,1,151.74,3,Low Value Customers
14209,11,6,2073.43,2,VIP Customers
14210,106,6,1905.8400000000001,0,Potential Churn
14211,53,9,2241.1,2,VIP Customers
14212,90,1,1070.48,0,Potential Churn
14214,31,5,1004.38,2,VIP Customers
14215,12,6,1789.72,2,VIP Customers
14216,3,4,1839.3,2,VIP Customers
14218,43,1,169.48000000000002,1,New Customers
14219,4,1,89.94,1,New Customers
14220,247,2,632.4,0,Potential Churn
14221,42,9,3432.8,2,VIP Customers
14222,177,1,683.17,3,Low Value Customers
14223,92,3,991.13,0,Potential Churn
14224,110,4,1009.73,0,Potential Churn
14226,29,5,2214.79,2,VIP Customers
14227,26,10,3350.96,2,VIP Customers
14229,52,3,1547.2,0,Potential Churn
14231,184,3,925.71,0,Potential Churn
14232,43,5,2048.07,2,VIP Customers
14233,49,4,1462.72,0,Potential Churn
14234,22,4,754.12,0,Potential Churn
14235,75,5,3144.86,0,Potential Churn
14236,81,2,490.86,0,Potential Churn
14237,373,1,161.0,3,Low Value Customers
14238,326,1,146.85,3,Low Value Customers
14239,43,11,2380.85,2,VIP Customers
14240,30,2,890.34,0,Potential Churn
14241,184,1,213.70000000000002,3,Low Value Customers
14242,235,2,280.55,3,Low Value Customers
14243,9,10,2588.77,2,VIP Customers
14245,220,2,1693.45,0,Potential Churn
14246,111,3,1474.06,0,Potential Churn
14247,278,1,136.76999999999998,3,Low Value Customers
14248,318,1,302.58,3,Low Value Customers
14250,7,3,1904.05,2,VIP Customers
14251,2,5,2879.7000000000003,2,VIP Customers
14256,260,2,969.0600000000001,0,Potential Churn
14257,64,5,3099.7200000000003,2,VIP Customers
14259,142,1,120.0,3,Low Value Customers
14261,51,2,1163.45,0,Potential Churn
14262,8,8,2618.23,2,VIP Customers
14264,155,2,333.97,3,Low Value Customers
14265,109,2,530.18,0,Potential Churn
14267,163,3,1516.24,0,Potential Churn
14270,332,1,492.65000000000003,3,Low Value Customers
14271,226,1,112.32,3,Low Value Customers
14272,74,2,437.96,0,Potential Churn
14273,51,4,559.97,0,Potential Churn
14276,99,3,1119.74,0,Potential Churn
14277,15,3,4152.0,2,VIP Customers
14280,197,1,134.04,3,Low Value Customers
14284,31,2,595.25,1,New Customers
14285,21,4,1910.01,2,VIP Customers
14286,24,3,4628.75,2,VIP Customers
14287,8,3,176.63,1,New Customers
14288,213,1,426.6,3,Low Value Customers
14289,9,6,911.26,2,VIP Customers
14290,11,5,2314.65,2,VIP Customers
14291,2,11,3883.25,2,VIP Customers
14292,8,9,4871.93,2,VIP Customers
14293,3,4,1046.56,2,VIP Customers
14295,40,1,166.20000000000002,1,New Customers
14297,18,4,1305.33,2,VIP Customers
14299,8,9,3965.62,2,VIP Customers
14300,19,1,43.2,1,New Customers
14301,117,1,640.14,3,Low Value Customers
14304,223,1,383.45,3,Low Value Customers
14305,71,3,1858.96,0,Potential Churn
14306,51,2,2093.32,0,Potential Churn
14307,89,6,2995.72,2,VIP Customers
14309,8,9,2352.53,2,VIP Customers
14311,243,1,310.26,3,Low Value Customers
14312,47,6,1611.59,2,VIP Customers
14314,107,1,120.0,3,Low Value Customers
14315,45,6,2481.13,2,VIP Customers
14317,65,1,508.58000000000004,3,Low Value Customers
14320,207,2,477.79,3,Low Value Customers
14321,11,5,1530.75,2,VIP Customers
14323,115,2,605.0600000000001,0,Potential Churn
14326,242,1,183.85,3,Low Value Customers
14327,163,1,311.65,3,Low Value Customers
14329,17,7,4975.24,2,VIP Customers
14331,124,2,462.65999999999997,0,Potential Churn
